,artist,song,lyric
32540,Freddie Gibbs,So Amazin’ (P.S.A. Part 2),So I'mma slow my stroke down and leave her broke down
32541,Freddie Gibbs,Boxframe Cadillac (’83 DeVille Mix),Them G.I. mafia family niggas reach out and touch you
32542,Freddie Gibbs,Close Your Eyes,Saw him cheat her and beat her then leave her like he despised her
32543,Freddie Gibbs,NO PRBLMS (Freestyle),I put them killas on your head I ain't bullshitting
32544,Freddie Gibbs,10 Times,"Rippin off the whole clip, thirty rounds for me"
32545,Freddie Gibbs,Gang Signs,Ridin' in the Volvo with the dope shit
32546,Freddie Gibbs,Something New,"Yeah, your girlfriend blow me while I blow the stanky"
32547,Freddie Gibbs,2 Legit,"Ballin' on your campus like I'm a scholarship, yeah"
32548,Freddie Gibbs,The World Is My Ashtray,"Back when granny told me put Jesus first, guess I couldn't hear her"
32549,Freddie Gibbs,Sing For Me,Stack and watch my stash grow
32550,Freddie Gibbs,4 Da Streets (Freestyle #4),"Nigga, we bang in da streets (nigga)"
32551,Freddie Gibbs,BFK,East side niggas stay bout it
32552,Freddie Gibbs,Careless,"Yeah, gold crown"
32553,Freddie Gibbs,I Don’t Know Your Name,But baby girl what's yo' name again?
32554,Freddie Gibbs,Str8 Killa No Filla,"Cause ever since we was toddlers, we knew that we needed dollars"
32555,Freddie Gibbs,Kush Cloud,"My kush cloud, my kush cloud"
32556,Freddie Gibbs,Queen (Luv U 2 Death),"But I'mma show respect and bang you in the chest, I love you to (Gun shot)"
32557,Freddie Gibbs,Rob Me A Nigga,Shit can get into a nigga's head when his digits low
32558,Freddie Gibbs,Still Standing,And put me in some awkward situations
32559,Freddie Gibbs,I’m the Man,And part of the reason for that is most of these niggas be trying to rap
32560,Freddie Gibbs,Fish and Bread,I'm so handsome that I can come and take your girl
32561,Freddie Gibbs,From tha G (Freestyle #1),"Trunk quakin' niggas can't take it, bitch sue me"
32562,Freddie Gibbs,I Don’t Know Your Name,"But now it's checkout time, so baby check this"
32563,Freddie Gibbs,Pick The Phone Up,"Ayy, pick your phone up (Pick your phone up)"
32564,Freddie Gibbs,Lay It Down,"Certified drug dealer, bitch"
32565,Freddie Gibbs,Freestyle #2,Ain't a nigga that can fade me but my barber
32566,Freddie Gibbs,Queen (Luv U 2 Death),"He and She don't feel like We, It's Me and Her"
32567,Freddie Gibbs,Sing For Me,"Seen it in my dreams, you fiend for me"
32568,Freddie Gibbs,Queen (Luv U 2 Death),Hard to take attention away from something that's so fine
32569,Freddie Gibbs,Middle of the Night,I'm tryin let you with this gangs and we baby can you fuck with it
32570,Freddie Gibbs,FMJ #2 Intro,"All of my songs bang, cop a disc and play dat"
32571,Freddie Gibbs,Middle of the Night,"Uh yeah, lot of shows, lot of freak hoes"
32572,Freddie Gibbs,My Boy (Bonus Track),You can come get a brick of that boy
32573,Freddie Gibbs,McDuck,"After me, there will be you, hahah"
32574,Freddie Gibbs,10 Times,I hit the lotto like Powerball on a ho
32575,Freddie Gibbs,Intro (Big Bizness Vol. 3),But he got murdered by the pigs
32576,Freddie Gibbs,Str8 Slammin’,Getting my thug on where I reside
32577,Freddie Gibbs,Stray,"And hoes notice, I ain't no fuckin' hero"
32578,Freddie Gibbs,One Eighty Seven,That bitch one 87
32579,Freddie Gibbs,"My n*gga (feat. g-wiz, hit, d-edge)",Might make it through these times ride or die my nigga
32580,Freddie Gibbs,Breaking Bad,I just fell off when I'm back on it it's fuck all y'all
32581,Freddie Gibbs,"My n*gga (feat. g-wiz, hit, d-edge)",Purp twisting the brown leap that's my passion
32582,Freddie Gibbs,The World Is My Ashtray,Let me take you deeper then
32583,Freddie Gibbs,World so Cold (Freestyle #5),Hope’s that he’ll get it together he make her nervous
32584,Freddie Gibbs,Hittaz,Should've came in a hearse (should've came in a hearse)
32585,Freddie Gibbs,P.S.A. (Pussy So Amazin’),"'Cross the nation, put persuasion on Asians ever so often"
32586,Freddie Gibbs,World so Cold (Freestyle #5),Lookin’ at 80 years over 14 thangs
32587,Freddie Gibbs,Freestyle #3,It's goin' down now
32588,Freddie Gibbs,Freddie Gibbs Interview 2,"You know what I mean, me and West Spinners, all y'all"
32589,Freddie Gibbs,My Boy (Bonus Track),Had that dog in the kitchen my boy
32590,Freddie Gibbs,"Bout It, Bout It","Roll some, smoke some, let me poke some"
32591,Freddie Gibbs,Neverending Cycle,Lead us away from the devil
32592,Freddie Gibbs,Menace II Society,"Wrote this flow while smoking on dope, so call me the dopest"
32593,Freddie Gibbs,Crushed Glass,"Money tree up in the stripper club, I'm throwin' shade, nigga"
32594,Freddie Gibbs,All Day,"Stuff a gram of killa in the swisher, I puff it with ya"
32595,Freddie Gibbs,Keep It On the Real (ESGN Mix),"Them grams landing, my hand cannon shoot baby missile?"
32596,Freddie Gibbs,Crushin’ Feelin’s,"You want that killer not that filler, then fuck with yo' boy Fred"
32597,Freddie Gibbs,Sing For Me,"Nigga pay your fee, you straight with me, how I conduct my business"
32598,Freddie Gibbs,FBC,Smoke it on the spot then get your shit to go
32599,Freddie Gibbs,The Coldest,"So what you talkin' bout, bitch?"
32600,Freddie Gibbs,Neverending Cycle,When will I ever wake up?
32601,Freddie Gibbs,Dead Presidents Freestyle,Fuck your bitch different day she gave me action
32602,Freddie Gibbs,Freestyle #3,I don't rap about no shit if I ain't actually did it
32603,Freddie Gibbs,I Don’t Know Your Name,Kiana?
32604,Freddie Gibbs,I’m the Man,And a nigga gotta earn my plate
32605,Freddie Gibbs,B.A.N.ned,Them ho niggas on your label ain't part of the conversation and it's evident
32606,Freddie Gibbs,GIBBS,Sellin' dope and wastin' yo' money on studio time
32607,Freddie Gibbs,Still Livin’ 2,Fresh
32608,Freddie Gibbs,Amnesia,Told the haters stand with young Freddy Kane
32609,Freddie Gibbs,Packages,Wrap it and package it up (The whole thing)
32610,Freddie Gibbs,Let ’Em Burn,He got indicted by a snitching bitch named Stacey
32611,Freddie Gibbs,Stomp Wit It,I'm about to blow so I don't respect haters
32612,Freddie Gibbs,Oh Freddie,I'll take you to a restaurant so you can waste my cash
32613,Freddie Gibbs,Tell Me Freestyle,"Yeah, yeah-yeah, yeah"
32614,Freddie Gibbs,From tha G (Freestyle #1),So I ain't got time for bitches
32615,Freddie Gibbs,20 Karat Jesus,Hahahahahah
32616,Freddie Gibbs,Walk Light,"'Cause when I catch you, I'm pullin' out that gun on sight"
32617,Freddie Gibbs,Pick The Phone Up,"Got some blow from them hoes, on the table the yayo get snorted"
32618,Freddie Gibbs,Murda On My Mind,100 thousand niggas in this city
32619,Freddie Gibbs,Alexys,"And I brought that dog back to the set, niggas know me for that"
32620,Freddie Gibbs,FLFM (Interlude),"Oh, you're feelin' like fuckin' me"
32621,Freddie Gibbs,10 Chickens,But ain't nobody put a nigga on
32622,Freddie Gibbs,Where Have U Been,"No flowers or candy, kush and Hennesy when I hit her"
32623,Freddie Gibbs,Oh Freddie,Freddie can I be a part of yo' world?
32624,Freddie Gibbs,"My n*gga (feat. g-wiz, hit, d-edge)",'Cause I see death around the corner
32625,Freddie Gibbs,The Color Purple,Hope you know that I’m rollin’ dope
32626,Freddie Gibbs,Rep 2 tha Fullest,Stacking their own cheese
32627,Freddie Gibbs,Still Standing,This ain't beef
32628,Freddie Gibbs,Kush Cloud,Rolling off of that kush cloud
32629,Freddie Gibbs,Murda On My Mind,Cause the bullets gonna riddle
32630,Freddie Gibbs,Krazy,Staring at the world through versace lenses
32631,Freddie Gibbs,Weight,"Pushin' weight, bitch, I'm pushing weight"
32632,Freddie Gibbs,Hundred Thousand,Fuck niggas in these streets wanna suck my blood and rip my flesh from me
32633,Freddie Gibbs,Sellin’ Dope,"Then I served 10 more, now I supply it"
32634,Freddie Gibbs,Mobbin,"C.T.E tattooed in my flesh, cause them the niggas I bang with"
32635,Freddie Gibbs,One Eighty Seven,Dropping bucket naked for this money
32636,Freddie Gibbs,Queen (Luv U 2 Death),The only person I can trust
32637,Freddie Gibbs,Insecurities,"I think I'mma get this ring for Erica though, my nigga"
32638,Freddie Gibbs,Crushin’ Feelin’s,"My sentiments exactly, niggas can't out rap me"
32639,Freddie Gibbs,Boxframe Cadillac,"I'm in that... Boxframe Cadillac, swervin' off the exit ramp"
32640,Freddie Gibbs,Middle of the Night,"I just wanna bend it over, in the middle of the night"
32641,Freddie Gibbs,Womb 2 The Tomb,This is the way that I live for real
32642,Freddie Gibbs,Rob Me A Nigga,Heard he got like 84 elbows of blue fire
32643,Freddie Gibbs,GIBBS,Hear me know or hear me later
32644,Freddie Gibbs,How We Do (’93 Til Freestyle #3),I took a chick to the prom with a big behind
32645,Freddie Gibbs,Dollar$ 4 Dope (Intro),Hoes got me fucked up
32646,Freddie Gibbs,Came Up,"Forgis on everything, I fuck the game up"
32647,Freddie Gibbs,"Bout It, Bout It",When it's hot keep it cold bitch
32648,Freddie Gibbs,"My n*gga (feat. g-wiz, hit, d-edge)",They don't really care about us RIP to Mike Jackson
32649,Freddie Gibbs,Freestyle #2,"Ugh, let's do it, aight"
32650,Freddie Gibbs,Crushed Glass,"Diego, roll me one up, my nigga"
32651,Freddie Gibbs,Something New,I take her to the crib
32652,Freddie Gibbs,Hands Up,Go and empty ya pockets (it's like that?)
32653,Freddie Gibbs,Str8 Killa No Filla,"Be twisted off reefer, parents and teachers could not get through to me"
32654,Freddie Gibbs,Breaking Bad,"Slaying cluckers, mayonnaise and mustard what I'm ridin on"
32655,Freddie Gibbs,McDuck,"I ain't got a, I ain't got a clue, ooh"
32656,Freddie Gibbs,Bussdown,"You can ride with me, but you gotta fuck my nigga though"
32657,Freddie Gibbs,The Real G Money,"Girl, my morning cup of coffee is a double cup of syrup"
32658,Freddie Gibbs,Murdergame,Murder for the tough talk
32659,Freddie Gibbs,Caught In A Daze,It's the feeling that you get when you wake up in the morning
32660,Freddie Gibbs,One Mo’ Time,It ain't a question; I know you're resting in heaven
32661,Freddie Gibbs,Middle of the Night,Baby got a baby but she strictly independent
32662,Freddie Gibbs,Dealing With My Addiction,I need a daily dose or I don't think that I'mma make it
32663,Freddie Gibbs,Walk Light,"G.I., motherfucker!"
32664,Freddie Gibbs,The Real G Money,"Ho, we don't need no water, burn 'em"
32665,Freddie Gibbs,Homesick,"Yeah, I get that yol' for the low-low but was I really plug?"
32666,Freddie Gibbs,One Eighty Seven,That bitch one 87
32667,Freddie Gibbs,Fish and Bread,A sandwich ain't a sandwich without miracle whip
32668,Freddie Gibbs,Smoke Away the Pain,Buds circulating like a Sunday paper
32669,Freddie Gibbs,NO PRBLMS (Freestyle),Niggas think that they on about the motherfuckin album
32670,Freddie Gibbs,"I be on my grind (feat. trae tha truth, yukmouth)","For a piece of change baby, bitch I don't do kiss and tell"
32671,Freddie Gibbs,Gang Signs,"Bunny Rabbit wrist is lit, Freddie Corleone, fuck 12, suck a dick"
32672,Freddie Gibbs,Homesick,Found out my problems was bigger right when I came home
32673,Freddie Gibbs,"My n*gga (feat. g-wiz, hit, d-edge)",Pulling these bitches and hit reverse we out the sidewalk
32674,Freddie Gibbs,Every City,And I'm all to fucking and the cuffing I can't do it
32675,Freddie Gibbs,My Homeboy’s Girlfriend,Niggas die for money and bitches
32676,Freddie Gibbs,Murdergame,Lung collapsed and his spinal cord ain't attached
32677,Freddie Gibbs,NO PRBLMS (Freestyle),We gonna have to ride with the .45
32678,Freddie Gibbs,20 Karat Jesus,"That's what's wrong with you, man"
32679,Freddie Gibbs,Mobbin,"Run the block, fuck the cops, mobbin like a motherfucker"
32680,Freddie Gibbs,G.I. Pride,7-tier GBT town
32681,Freddie Gibbs,It’s About to be a Murder,Another dollar outta 5 pennies in a dime
32682,Freddie Gibbs,2 Gangsta,They don't really wanna test my gangsta
32683,Freddie Gibbs,Natural High (Even Higher Learning),Plus I must admit I get sad when you away
32684,Freddie Gibbs,Dollaz,"Till I hold em in my hand, then I shake em around"
32685,Freddie Gibbs,Insecurities,Chop it up and let my real niggas finish
32686,Freddie Gibbs,Menace II Society,"Can't be sleepin on these streets, bitch it's no doze"
32687,Freddie Gibbs,Living 2 Die,"Rest in peace to my grandfather, my uncle Wayne"
32688,Freddie Gibbs,Talkin’ Bout You,Bitch I'm talkin bout you (you you you)
32689,Freddie Gibbs,Dealing With My Addiction,Rap is like a controlled substance cause it really give me a buzz
32690,Freddie Gibbs,What It be Like,Gary to be exact
32691,Freddie Gibbs,Fuckin’ Up the Count,"Yeah, yeah, this for my young niggas"
32692,Freddie Gibbs,Stay High,"F-R to the E double D-I-E, right?"
32693,Freddie Gibbs,My Homeboy’s Girlfriend,Damn
32694,Freddie Gibbs,Thug Psalms,"All it take is one nigga fucking up, the club get ruined"
32695,Freddie Gibbs,On Me,We blessin' up the yak and rollin OG
32696,Freddie Gibbs,NO PRBLMS (Freestyle),You know the east side gon' ride
32697,Freddie Gibbs,Lay It Down,"I be with them drillers, nigga"
32698,Freddie Gibbs,It’s All Cognac,"Yeah, it's all cognac, pop a bottle with me"
32699,Freddie Gibbs,My Homeboy’s Girlfriend,"Trying to stay occupied, so I stay out there fucking bitches"
32700,Freddie Gibbs,Caught In A Daze,"When I was young she used to tell me ""Have some f*cking patience"""
32701,Freddie Gibbs,I’m A G,Hit the lay I got some weight to the 8th tray
32702,Freddie Gibbs,Get Sent Up,Let the liquor fill my cup
32703,Freddie Gibbs,How We Do (’93 Til Freestyle #3),All I wanna do is fuck these hoes
32704,Freddie Gibbs,Living 2 Die,I come in ya face wit' two guns up
32705,Freddie Gibbs,I wanna do it (feat. sir michael rocks),"Bitch come fuck yo check, I feen a feenis', don't be fuckin' wid it"
32706,Freddie Gibbs,I’m the Man,"I’m that dude, and I’m that guy (I’m the man in my city)"
32707,Freddie Gibbs,10 Times,"Baby are you still down, still down for me?"
32708,Freddie Gibbs,Smoke Away the Pain,Rest in Peace to all y'all
32709,Freddie Gibbs,Oh Freddie,"Yeah, know what I'm sayin'?"
32710,Freddie Gibbs,Close Your Eyes,"Nigga, sit back and blaze a sack"
32711,Freddie Gibbs,Packages,Wrap it and package it up (The whole thing)
32712,Freddie Gibbs,Stray,Have no plans (no plans) with stupid bitches
32713,Freddie Gibbs,20 Karat Jesus,"Fresh up off the highway with the higher power, how you want it?"
32714,Freddie Gibbs,It’s About to be a Murder,I be excited if I make it to my next birthday
32715,Freddie Gibbs,The Real G Money,Crack rock cooking on two pots
32716,Freddie Gibbs,I’m the Man,Big wheel ain't gon let the bitch hit the kill
32717,Freddie Gibbs,Crushed Glass,"I was, thuggin' with my trey-eight"
32718,Freddie Gibbs,Freddie Gibbs Interview 2,"All my niggas, you know what I mean on No Tamin'"
32719,Freddie Gibbs,Str8 Killa No Filla,"Bitches be like, ""Don't talk to Freddie, that nigga crazy"""
32720,Freddie Gibbs,Burn Rubber,They know nigga flip-flop at the Bentley lot
32721,Freddie Gibbs,Quick 2 Back Down Freestyle,"In the 'lac, bumpin' Jigga, hard knock life'n it"
32722,Freddie Gibbs,Talkin’ Bout You,Don't look around like you ain't got no clue
32723,Freddie Gibbs,Phone Lit,"We gon' break it down, middle finger to 'em one time"
32724,Freddie Gibbs,Forever and a Day,"Dope game, rap game got a nigga stressed"
32725,Freddie Gibbs,So Amazin’ (P.S.A. Part 2),"Add juice with that, she getting loose in fact"
32726,Freddie Gibbs,Satin Black,"Old school more than your new school, I cashed out"
32727,Freddie Gibbs,Extradite,"Man, I'll stay on point like icicle"
32728,Freddie Gibbs,XXL Freshman Freestyle: Freddie Gibbs,In the ghetto...
32729,Freddie Gibbs,Summa Dis,"Not McLovin, but a nigga be bustin' for this stupid cash"
32730,Freddie Gibbs,Pull Up,"Your main bitch a super freak, won't you send that on my regards"
32731,Freddie Gibbs,Keep It Pimpin’,"I'm bout gettin' money, paper, cheddar, green"
32732,Freddie Gibbs,Crushin’ Feelin’s,Hands do damage so I manage to stay handsome when shit could get ugly
32733,Freddie Gibbs,Tell Me Freestyle,"Kane train, baby"
32734,Freddie Gibbs,Freestyle #4,"If ya credit right then discover me, I'm like Jesus"
32735,Freddie Gibbs,Caught In A Daze,Know that I stay caught in a daze
32736,Freddie Gibbs,Things Can Only Get Better,The following is a DJ Skee production
32737,Kendrick Lamar,I Feel It (Freestyle),"The sun shine, and now king me"
32738,Kendrick Lamar,P&P 1.5,"How I live? Big shot, on my grind, already"
32739,Kendrick Lamar,Vent (Original),"Servin' up a look, dancin' in the drought"
32740,Kendrick Lamar,For the Girlfriends,(Verse 1: Kendrick)
32741,Kendrick Lamar,FEAR.,I'll prolly die from thinkin' that me and your hood was cool
32742,Kendrick Lamar,Alright (Music Video),"I don't talk about it, be about it, everyday I sequel"
32743,Kendrick Lamar,Cut You Off (To Grow Closer),I'm tryna better my chances of becoming a star
32744,Kendrick Lamar,Loved Ones,You can have the world and still need some help (I am)
32745,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst",Really stuck in the schema of wonderin' when I'ma rest
32746,Kendrick Lamar,A.D.H.D,"""I'ma tell you later, just tell your neighbors and the police relax"""
32747,Kendrick Lamar,Don’t Understand,"And tell her you understand, but you don't understand"
32748,Kendrick Lamar,Play with Fire,"Top dawg ENT, bitch we right here"
32749,Kendrick Lamar,R.O.T.C (Interlude),Oxycontin have me laying on soft cotton when I sleep?
32750,Kendrick Lamar,Black Boy Fly,I used to be jealous of Jayceon Taylor when I was young
32751,Kendrick Lamar,War Is My Love,Every hole where the bomb squad sit it on the tripod
32752,Kendrick Lamar,Celebrity Scenarios,Didn't we all have fun
32753,Kendrick Lamar,The Blacker the Berry,"I'm Black as the name of Tyrone and Darius, excuse my French"
32754,Kendrick Lamar,Momma,"You admitted it once I submitted it, wrapped in plastic"
32755,Kendrick Lamar,FEEL.,(Ain't nobody prayin' for me)
32756,Kendrick Lamar,Cartoon & Cereal,This shit make a nigga just wanna shit on everybody
32757,Kendrick Lamar,Mortal Man,And it was happening to me for a reason
32758,Kendrick Lamar,​untitled 07 | levitate,Me don't want tricks (Me don't want tricks)
32759,Kendrick Lamar,A Little Appalled,Man these hoes pitiful
32760,Kendrick Lamar,Yung Boys World,For that mission again on they mission again
32761,Kendrick Lamar,"Bitch, Don’t Kill My Vibe (Original Version)",I can feel the changes
32762,Kendrick Lamar,A Little Appalled,With the strength of the prime forces of four fork lifts
32763,Kendrick Lamar,Today,Niggas got me fucked up thinking that my music don't stick like some nunchucks
32764,Kendrick Lamar,Alright (BET Version),"Everyday my logic, get another dollar just to keep you"
32765,Kendrick Lamar,Good Morning America,"Young Kendrick, the grown up baby"
32766,Kendrick Lamar,FEAR.,Because He said He's gonna punish us
32767,Kendrick Lamar,Track 10,"Once again it's on, I am through with niggas"
32768,Kendrick Lamar,Mortal Man,"Let my word be your Earth and moon, you consume every message"
32769,Kendrick Lamar,Track 13,And 50 couldn't say it better
32770,Kendrick Lamar,For Free? (Interlude),"Porcelain pipes pressure, bust 'em twice"
32771,Kendrick Lamar,The Heart Pt. 1,"A born starter, in the game for real"
32772,Kendrick Lamar,The Heart Pt. 2,"Fuck a funeral, just make sure you pay my music respect, nigga"
32773,Kendrick Lamar,My People,"That's why today, black people let's love we"
32774,Kendrick Lamar,​untitled 05 | 09.21.2014.,A tapeworm couldn't cure this gluttonous appetite
32775,Kendrick Lamar,Blow Them Horns,"Torch in hand, yes, I'm running"
32776,Kendrick Lamar,P&P,But pussy and Patrón make you feel alright
32777,Kendrick Lamar,Michael Jordan,"Michael Jordan bitch, that means I’m too much for these niggas"
32778,Kendrick Lamar,FEEL.,"Sponsors, industry promises"
32779,Kendrick Lamar,Real,"With my hands in the air, I'm proud to say yeah"
32780,Kendrick Lamar,Celebrity Scenarios,The Pussycat Dolls want the fantasy of all
32781,Kendrick Lamar,Alien Girl (Today With Her),"She looks better than Beyonce, Alicia Keys, Halle Berry, Miss Jolie"
32782,Kendrick Lamar,The Spiteful Chant,"I'm going big, suck my dick"
32783,Kendrick Lamar,The Relevant,Then a typical artist you call wack
32784,Kendrick Lamar,Go DJ,"Murder 101, the hottest nigga under the sun"
32785,Kendrick Lamar,Is It Love?,"This is a dog's fight, my nigga"
32786,Kendrick Lamar,For Free? (Interlude),"You won't know, you gonna lose on a good bitch"
32787,Kendrick Lamar,YAH.,"Zeroes to flip, temptation is, yah"
32788,Kendrick Lamar,Hub City’s Wild Side,"Look partner, I'm no gangster, I'm no killer"
32789,Kendrick Lamar,Best Rapper Under 25,Where the honeymoon in the mother fucking booth
32790,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),"A baby inside, just a teenager, where your patience?"
32791,Kendrick Lamar,Hol’ Up Türkçe Çeviri,Pasaportumu kontrol ediyorlar
32792,Kendrick Lamar,Monster Freestyle,"I spazz like a wino, time and time a-"
32793,Kendrick Lamar,Prayer,"Stress on the head of my spirit, I was lost and confused"
32794,Kendrick Lamar,Money Trees (OG),A Louis belt will never ease that pain (won't ease that pain)
32795,Kendrick Lamar,Alright (BET Version),"Now tell my momma I love her but this what I like, Lord knows"
32796,Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),What do you got to offer?
32797,Kendrick Lamar,Growing Apart (To Get Closer),Is there something that I don’t know
32798,Kendrick Lamar,Barbed Wire,"Through the, through barbed (Wires)"
32799,Kendrick Lamar,Dreams,The only way that you can escape poverty
32800,Kendrick Lamar,The Jig Is Up (Dump’n),3 eyes to my alumni
32801,Kendrick Lamar,King of My City,*What you trying to say?*
32802,Kendrick Lamar,God Is Gangsta,I swear—
32803,Kendrick Lamar,Hood Politics,"Lil hoes you went to school with, boo-boo"
32804,Kendrick Lamar,Hovi Baby,"Y'all niggas funny, talkin' bout that you run shit"
32805,Kendrick Lamar,She Needs Me,"Head in the clouds, star gazing, caught her on the stage, a proposal was waiting"
32806,Kendrick Lamar,Rigamortis,Don't ask for your favorite rapper
32807,Kendrick Lamar,Swimming Pools (Drank),"Faded (Drank), faded (Drank)"
32808,Kendrick Lamar,​m.A.A.d city,Constantly drinkin' and drive
32809,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst","""And that I may live for Him from this day forward."""
32810,Kendrick Lamar,Alien Girl (Today With Her),The only girl that can make time
32811,Kendrick Lamar,Grammy Family (Freestyle),But where Jigga left off that is where I pick up
32812,Kendrick Lamar,Track 12,"If not, stay inside"
32813,Kendrick Lamar,Blame God,Been ready
32814,Kendrick Lamar,H.O.C.,I stimulate my mind every time I think about the end of time
32815,Kendrick Lamar,Grammy 2016 Performance,"Got me at peak, possibility of what could be"
32816,Kendrick Lamar,Vanity Slaves Pt. 2,Word around town that I'm all about the bitches
32817,Kendrick Lamar,ELEMENT.,"Goin' digital and physical on all y'all, ayy"
32818,Kendrick Lamar,Blow Them Horns,"My real niggas, once again it's on"
32819,Kendrick Lamar,God Is Gangsta,I thought this what you wanted
32820,Kendrick Lamar,Guilty Conscience,But tell the truth
32821,Kendrick Lamar,Biggie,You gotta respect it
32822,Kendrick Lamar,Heroin,She said naw nigga it’s part of the game
32823,Kendrick Lamar,​untitled 08 | 09.06.2014.,My home girl got a credit card scam
32824,Kendrick Lamar,Nickerson Gardens Freestyle,"So imma just hollaback, they rocking their tiny J's"
32825,Kendrick Lamar,​i (Single Version),"Trial, tribulation, but I know God"
32826,Kendrick Lamar,Before I Commit Suicide,"Suicide, it's a suicide"
32827,Kendrick Lamar,Untitled 8 (The Tonight Show),"I love women, I love me"
32828,Kendrick Lamar,Now or Never,And get lost in the rap that I wrote
32829,Kendrick Lamar,​i (Album Version),(I love myself)
32830,Kendrick Lamar,I Feel It (Freestyle),"Prior to a lot of hatin' going, Feds raided the studio"
32831,Kendrick Lamar,I Feel It (Freestyle),I say I'm better than most that say they're the ones that gave 'em swag
32832,Kendrick Lamar,Prototype,"And you, you are the prototype"
32833,Kendrick Lamar,The Heart Pt. 1,"Then hang a banner up, that reads you can't proceed without bein' conceived by one album of the 90's"
32834,Kendrick Lamar,Dumb It Down,I should: stick a fork in this music business
32835,Kendrick Lamar,Untitled 3 (Grammy Performance),"Once upon a time, I go to church and talk to God"
32836,Kendrick Lamar,BLOOD.,Is it wickedness?
32837,Kendrick Lamar,Vent (Original),"From out of the pro tongue, dedicated myself for recreation"
32838,Kendrick Lamar,Money Trees (OG),A dollar might turn to a million and we all rich
32839,Kendrick Lamar,One Shot Kill,I'm sharp as fuck but no porcupine
32840,Kendrick Lamar,Mortal Man,'Cause once you turn 30 it’s like
32841,Kendrick Lamar,Chapter Six,I'm glad we was able to talk about her vice and her evils
32842,Kendrick Lamar,​untitled 06 | 06.30.2014.,Look how you unique that my mystique is a round of applause
32843,Kendrick Lamar,Swimming Pools (Initial Demo),"Sit down (Drank), stand up (Drank)"
32844,Kendrick Lamar,​untitled 07 | 2014-2016,Love won't get you high as this
32845,Kendrick Lamar,Vanity Slaves Pt. 2,"They told me it's a fad, everytime I wear (Gucci)"
32846,Kendrick Lamar,Play with Fire,"Put a bullet in the brain, then one more, in the chest"
32847,Kendrick Lamar,A.D.H.D,"Pick him up, then I set him in cold water"
32848,Kendrick Lamar,Ignorance is Bliss,Lord forgive me
32849,Kendrick Lamar,S.L,Verse 1:
32850,Kendrick Lamar,Michael Jordan,Wayne told me that and that's just how it goes
32851,Kendrick Lamar,Loved Ones,"You can please the world, but not God himself (I am)"
32852,Kendrick Lamar,Blow Them Horns,Count money 'til our hands get calloused
32853,Kendrick Lamar,​m.A.A.d city,"Fuck you shootin' for if you ain't walkin' up, you fuckin' punk?"
32854,Kendrick Lamar,Compton Life,But when you see 'em please be quick on your feet
32855,Kendrick Lamar,Alright (Music Video),"Lookin' at the world like, ""Where do we go?"""
32856,Kendrick Lamar,Untitled 8 (The Tonight Show),You ain’t gotta tell me that I’m the one
32857,Kendrick Lamar,Funkmaster Flex Freestyle,Open the doorway to his soul
32858,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst",Maybe 'cause I'm a dreamer and sleep is the cousin of death
32859,Kendrick Lamar,Blame God,Momma gon' clean or fix it
32860,Kendrick Lamar,Own This City,Looking at him like he ain't shit
32861,Kendrick Lamar,The Relevant,So the world can hear
32862,Kendrick Lamar,Celebrity Scenarios,And if I fuck I swear I won't say nothin'
32863,Kendrick Lamar,Fuck Your Ethnicity,Know that this fire that's burning represents the passion you have
32864,Kendrick Lamar,​untitled 03 | 05.28.2013.,"Asked him what are you doing, he said ""taking my time"""
32865,Kendrick Lamar,Park,I will park yo' ass (I will park yo' ass)
32866,Kendrick Lamar,Cut You Off (To Grow Closer),"You turned down, you thirsty"
32867,Kendrick Lamar,The Heart Pt. 3 (Will You Let It Die?),"So I'm talking to God: ""Can you wash all these demons off me?"""
32868,Kendrick Lamar,LOVE.,"Dammit, we jammin'"
32869,Kendrick Lamar,Money Trees OG Version,"And that's just how I feel, nah, nah"
32870,Kendrick Lamar,Beyonce,Thinkin' 'bout the good times 'fore she met Jay
32871,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),Momma:
32872,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,Came up with shit writers block niggas up in this stressing
32873,Kendrick Lamar,FEAR.,"That pizza better not be wasted, you eat it all"
32874,Kendrick Lamar,Monster Freestyle,"Got 'em all hype and shit, I ain’t even do nothin'"
32875,Kendrick Lamar,Alright (Music Video),What Mac-11 even boom with the bass down
32876,Kendrick Lamar,HiiiPoWeR,Throw your hands up for HiiiPoWeR
32877,Kendrick Lamar,​untitled 07 | 2014-2016,"Look, look"
32878,Kendrick Lamar,Money Trees,A dollar might just fuck your main bitch
32879,Kendrick Lamar,LOVE.,"If I didn’t ride blade on curb, would you still love me?"
32880,Kendrick Lamar,Rare Breed,Or see bout them kitty cats and how they go meow
32881,Kendrick Lamar,Growing Apart (To Get Closer),Blessings I need but live like I don’t need you
32882,Kendrick Lamar,For the Homies,I put on like brand new Chuck Taylors
32883,Kendrick Lamar,Intro,"Kendrick: Pac's loud, man"
